2056	0.0425531914893617
1996	0.0425531914893617
2064	0.02127659574468085
1946	0.02127659574468085
2004	0.02127659574468085
1917	0.02127659574468085
2085	0.02127659574468085
2052	0.02127659574468085
2011	0.02127659574468085
2028	0.02127659574468085
1901	0.02127659574468085
1982	0.02127659574468085
2083	0.02127659574468085
1906	0.02127659574468085
1970	0.02127659574468085
1940	0.02127659574468085
2073	0.02127659574468085
2053	0.02127659574468085
2038	0.02127659574468085
1925	0.02127659574468085
1975	0.02127659574468085
2003	0.02127659574468085
2001	0.02127659574468085
2095	0.02127659574468085
2046	0.02127659574468085
2007	0.02127659574468085
1981	0.02127659574468085
2066	0.02127659574468085
1930	0.02127659574468085
2018	0.02127659574468085
1980	0.02127659574468085
1983	0.02127659574468085
2013	0.02127659574468085
1953	0.02127659574468085
1986	0.02127659574468085
1964	0.02127659574468085
1904	0.02127659574468085
2033	0.02127659574468085
1941	0.02127659574468085
1958	0.02127659574468085
1911	0.02127659574468085
2077	0.02127659574468085
1945	0.02127659574468085
1976	0.02127659574468085
2014	0.02127659574468085
